url,source_discovery,current_http_status,current_title,current_canonical,current_robots,in_current_sitemap,exists_in_current_site,google_status,legacy_pattern,topic,closest_current_url,recommended_action,confidence,notes
https://courtiark.fr/ch/import-portefeuille-courtier-assurance-suisse,fichier statique du depot,200,Changer de logiciel de courtage en Suisse : reprendre son portefeuille — COURTIA,https://courtiark.fr/ch/import-portefeuille-courtier-assurance-suisse,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/gestion-portefeuille-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/logiciel-courtier-assurance-suisse,fichier statique du depot,308,"Logiciel courtier assurance Suisse : dossier client, LSA, CHF — COURTIA",https://courtiark.fr/ch/logiciel-courtier-assurance-suisse,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/suisse,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/logiciel-devis-courtier-assurance-suisse,fichier statique du depot,308,Devis d'assurance en Suisse : produire et suivre ses propositions — COURTIA,https://courtiark.fr/ch/logiciel-devis-courtier-assurance-suisse,"index, follow, max-image-preview:large",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/relance-devis-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/logiciel-intermediaire-assurance-suisse,fichier statique du depot,308,Logiciel pour intermédiaire d&#x27;assurance en Suisse — COURTIA,https://courtiark.fr/ch/logiciel-intermediaire-assurance-suisse,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/suisse,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/logiciel-prospection-courtier-assurance-suisse,fichier statique du depot,200,Logiciel de prospection pour courtier d'assurance en Suisse — COURTIA,https://courtiark.fr/ch/logiciel-prospection-courtier-assurance-suisse,"index, follow, max-image-preview:large",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/prospection-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/nlpd-courtier-assurance,fichier statique du depot,200,Données personnelles d&#x27;un courtier suisse : ce que la nLPD change — COURTIA,https://courtiark.fr/ch/nlpd-courtier-assurance,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/guides/donnees-clients-assurance-france-suisse,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/outils/calculateur-temps-administratif-suisse,fichier statique du depot,308,Calculateur du temps administratif en Suisse (CHF) — COURTIA,https://courtiark.fr/ch/outils/calculateur-temps-administratif-suisse,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/outils/calculateur-productivite-courtier,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/partenaires-apporteurs-courtier-assurance-suisse,fichier statique du depot,200,Partenaires et apporteurs d&#x27;un cabinet suisse — COURTIA,https://courtiark.fr/ch/partenaires-apporteurs-courtier-assurance-suisse,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/suisse,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/portail-client-assurance-suisse,fichier statique du depot,200,Dépôt de pièces par le preneur d&#x27;assurance en Suisse — COURTIA,https://courtiark.fr/ch/portail-client-assurance-suisse,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/gestion-clients,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/relances-courtier-assurance-suisse,fichier statique du depot,308,Relances et tâches pour courtier d'assurance en Suisse — COURTIA,https://courtiark.fr/ch/relances-courtier-assurance-suisse,"index, follow, max-image-preview:large",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/relance-devis-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/reporting-pilotage-courtier-assurance-suisse,fichier statique du depot,200,Pilotage d&#x27;un cabinet de courtage suisse : indicateurs utiles — COURTIA,https://courtiark.fr/ch/reporting-pilotage-courtier-assurance-suisse,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/reporting-courtier,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/sinistres-courtier-assurance-suisse,fichier statique du depot,200,Suivre un sinistre en Suisse — COURTIA,https://courtiark.fr/ch/sinistres-courtier-assurance-suisse,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/crm-courtier-assurance,REDIRECT_308,faible,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/tarifs-logiciel-courtier-chf,fichier statique du depot,308,Tarifs en CHF d'un logiciel de courtage d'assurance en Suisse — COURTIA,https://courtiark.fr/ch/tarifs-logiciel-courtier-chf,"index, follow, max-image-preview:large",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/tarifs,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/ch/workflows-courtier-assurance-suisse,fichier statique du depot,200,Processus pour courtiers en Suisse — COURTIA,https://courtiark.fr/ch/workflows-courtier-assurance-suisse,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/ch/*,doublon semantique de l'ancien plan,https://courtiark.fr/automatisation-courtier-assurance,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr,fichier statique du depot,308,Logiciel et CRM pour courtiers d'assurance en France — COURTIA,https://courtiark.fr/fr,"index, follow, max-image-preview:large",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,ancien hub,https://courtiark.fr/france,REDIRECT_308,haute,redirection deja en place
https://courtiark.fr/fr/alternative-courtigo,fichier statique du depot,308,Alternative à CourtiGo : pourquoi les courtiers passent à COURTIA · courtiark.fr,https://courtiark.fr/fr/alternative-courtigo,"index, follow, max-image-preview:large",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/comparatifs/crm-assurance-vs-crm-generaliste,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/alternative-kase,fichier statique du depot,308,Alternative à Kase : pourquoi les courtiers passent à COURTIA · courtiark.fr,https://courtiark.fr/fr/alternative-kase,"index, follow, max-image-preview:large",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/comparatifs/crm-assurance-vs-crm-generaliste,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/alternative-lya,fichier statique du depot,308,Alternative à Lya : pourquoi les courtiers passent à COURTIA · courtiark.fr,https://courtiark.fr/fr/alternative-lya,"index, follow, max-image-preview:large",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/comparatifs/crm-assurance-vs-crm-generaliste,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/alternative-oggo-data,fichier statique du depot,308,Alternative à Oggo Data : pourquoi les courtiers passent à COURTIA,https://courtiark.fr/fr/alternative-oggo-data,"index, follow, max-image-preview:large",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/comparatifs/crm-assurance-vs-crm-generaliste,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/automatisation-courtier-assurance,fichier statique du depot,308,"Automatisation courtier assurance : relances, tâches et documents — COURTIA",https://courtiark.fr/fr/automatisation-courtier-assurance,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/automatisation-courtier-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/cartographie-courtiers-assurance-france,fichier statique du depot,200,Cartographie des courtiers d&#x27;assurance en France : les chiffres SIRENE,https://courtiark.fr/fr/cartographie-courtiers-assurance-france,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/france,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/checklists,fichier statique du depot,200,Checklists pour cabinet de courtage — COURTIA,https://courtiark.fr/fr/checklists,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/outils/checklist-dossier-courtier-assurance,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/checklists/collecte-documentaire,fichier statique du depot,200,Checklist : collecte documentaire — COURTIA,https://courtiark.fr/fr/checklists/collecte-documentaire,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/gestion-documents-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/checklists/onboarding-client,fichier statique du depot,200,Checklist : onboarding d&#x27;un client signé — COURTIA,https://courtiark.fr/fr/checklists/onboarding-client,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/gestion-clients,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/checklists/organisation-cabinet,fichier statique du depot,200,Checklist : organisation du cabinet — COURTIA,https://courtiark.fr/fr/checklists/organisation-cabinet,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/outils/checklist-dossier-courtier-assurance,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/checklists/preparation-audit,fichier statique du depot,200,Checklist : préparer un contrôle dans un cabinet de courtage — COURTIA,https://courtiark.fr/fr/checklists/preparation-audit,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/outils/checklist-dossier-courtier-assurance,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/checklists/renouvellement,fichier statique du depot,200,Checklist : renouvellement d&#x27;un contrat — COURTIA,https://courtiark.fr/fr/checklists/renouvellement,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/renouvellements-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/checklists/suivi-sinistre,fichier statique du depot,200,Checklist : suivi d&#x27;un sinistre — COURTIA,https://courtiark.fr/fr/checklists/suivi-sinistre,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/crm-courtier-assurance,REDIRECT_308,faible,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/comparateur-assurance-courtier,fichier statique du depot,308,"Comparateur pour courtier d&#x27;assurance : comparer des propositions, pas des",https://courtiark.fr/fr/comparateur-assurance-courtier,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,page heritee sans correspondance identifiable,https://courtiark.fr/fonctionnalites/comparateur-devis-assurance,RESTORE,faible,"intention commerciale, aucune page equivalente, fonctionnalite reelle : page restauree"
https://courtiark.fr/fr/comparatif/automatisation-vs-gestion-manuelle,fichier statique du depot,200,Automatiser ou continuer à la main : la frontière utile — COURTIA,https://courtiark.fr/fr/comparatif/automatisation-vs-gestion-manuelle,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/automatisation-courtier-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/comparatif/crm-courtier-vs-excel,fichier statique du depot,308,CRM courtier ou Excel : ce que le tableur ne peut pas tenir — COURTIA,https://courtiark.fr/fr/comparatif/crm-courtier-vs-excel,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/comparatifs/crm-assurance-vs-crm-generaliste,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/comparatif/crm-specialise-vs-crm-generaliste,fichier statique du depot,308,CRM spécialisé courtage ou CRM généraliste : ce qui change — COURTIA,https://courtiark.fr/fr/comparatif/crm-specialise-vs-crm-generaliste,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/comparatifs/crm-assurance-vs-crm-generaliste,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/conformite-courtier-assurance,fichier statique du depot,200,"Conformité du cabinet de courtage : DDA, KYC, mandats — COURTIA",https://courtiark.fr/fr/conformite-courtier-assurance,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/guides/devoir-de-conseil-suivi-dossier,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/courtia-logiciel-courtage-assurance,fichier statique du depot,308,COURTIA : le logiciel de gestion pour courtiers en assurance — éditeur,https://courtiark.fr/fr/courtia-logiciel-courtage-assurance,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/assistant-ark,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/crm-courtier-assurance,fichier statique du depot,308,"CRM courtier assurance : centraliser clients, contrats et relances — COURTIA",https://courtiark.fr/fr/crm-courtier-assurance,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/crm-courtier-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/demo-et-essai-gratuit,fichier statique du depot,308,Voir COURTIA : démonstration publique et essai gratuit — COURTIA,https://courtiark.fr/fr/demo-et-essai-gratuit,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,page heritee sans correspondance identifiable,https://courtiark.fr/demo,REDIRECT_308,faible,equivalent actuel exact
https://courtiark.fr/fr/densite-courtage-grandes-villes-france,fichier statique du depot,200,Densité du courtage dans les grandes villes de France (données sourcées),https://courtiark.fr/fr/densite-courtage-grandes-villes-france,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,page heritee sans correspondance identifiable,https://courtiark.fr/france/densite-courtage,RESTORE,faible,"actif de donnees unique (SIRENE) : page restauree, chiffres recalcules a chaque build"
https://courtiark.fr/fr/dicter-compte-rendu-appel-assurance,fichier statique du depot,200,Dicter un compte rendu d&#x27;appel et préremplir la fiche — COURTIA,https://courtiark.fr/fr/dicter-compte-rendu-appel-assurance,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/compte-rendu-clients,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/evaluer-crm-courtier-assurance,fichier statique du depot,308,Comment évaluer un CRM pour courtier en assurance — COURTIA,https://courtiark.fr/fr/evaluer-crm-courtier-assurance,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/crm-courtier-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/formation-equipe-courtier-assurance,fichier statique du depot,200,Former son équipe de courtage dans l&#x27;outil — COURTIA,https://courtiark.fr/fr/formation-equipe-courtier-assurance,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,contenu unique sans equivalent,,KEEP,faible,page conservee : pas d'equivalent dans l'architecture actuelle
https://courtiark.fr/fr/gagner-du-temps-courtier-assurance,fichier statique du depot,200,Gagner du temps en cabinet de courtage : où le temps se perd vraiment — COURTIA,https://courtiark.fr/fr/gagner-du-temps-courtier-assurance,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/automatisation-courtier-assurance,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/gain-de-temps/commissions-et-pilotage,fichier statique du depot,200,Commissions et pilotage — gagner du temps au cabinet,https://courtiark.fr/fr/gain-de-temps/commissions-et-pilotage,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/crm-courtier-assurance,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/gain-de-temps/documents-et-pieces,fichier statique du depot,200,"Documents et pièces : collecter, classer, exploiter — gagner du temps",https://courtiark.fr/fr/gain-de-temps/documents-et-pieces,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/gestion-documents-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/gain-de-temps/relances-et-suivi-client,fichier statique du depot,200,Relances et suivi client — gagner du temps au cabinet,https://courtiark.fr/fr/gain-de-temps/relances-et-suivi-client,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/relance-devis-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/gain-de-temps/renouvellements-et-echeances,fichier statique du depot,200,Renouvellements et échéances — gagner du temps au cabinet,https://courtiark.fr/fr/gain-de-temps/renouvellements-et-echeances,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/renouvellements-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/gain-de-temps/sinistres-et-conformite,fichier statique du depot,200,Sinistres et conformité — gagner du temps au cabinet,https://courtiark.fr/fr/gain-de-temps/sinistres-et-conformite,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/crm-courtier-assurance,REDIRECT_308,faible,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/gain-de-temps/temps-administratif-et-double-saisie,fichier statique du depot,200,Temps administratif et double saisie — gagner du temps au cabinet,https://courtiark.fr/fr/gain-de-temps/temps-administratif-et-double-saisie,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/automatisation-courtier-assurance,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/gestion-commissions-courtier-assurance,fichier statique du depot,308,Gestion des commissions d&#x27;un cabinet de courtage — COURTIA,https://courtiark.fr/fr/gestion-commissions-courtier-assurance,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/crm-courtier-assurance,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/gestion-documentaire-courtier-assurance,fichier statique du depot,308,"Gestion documentaire du courtier : pièces, documents, traçabilité — COURTIA",https://courtiark.fr/fr/gestion-documentaire-courtier-assurance,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/gestion-documents-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/gestion-portefeuille-courtier,fichier statique du depot,308,"Gestion de portefeuille courtier : contrats, échéances, renouvellements —",https://courtiark.fr/fr/gestion-portefeuille-courtier,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/gestion-portefeuille-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/gestion-prospects-clients-courtier-assurance,fichier statique du depot,200,Gérer prospects et clients dans un cabinet de courtage — COURTIA,https://courtiark.fr/fr/gestion-prospects-clients-courtier-assurance,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/fonctionnalites/prospection-assurance,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/gestion-taches-cabinet-courtage,fichier statique du depot,200,Gestion des tâches d&#x27;un cabinet de courtage — COURTIA,https://courtiark.fr/fr/gestion-taches-cabinet-courtage,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/automatisation-courtier-assurance,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/glossaire,fichier statique du depot,308,Glossaire du courtage d&#x27;assurance — COURTIA,https://courtiark.fr/fr/glossaire,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/glossaire,REDIRECT_308,haute,"correspondance par sujet, a confirmer si le contenu diverge"
https://courtiark.fr/fr/glossaire/commissions,fichier statique du depot,308,Commission de courtage : définition et usage en cabinet — COURTIA,https://courtiark.fr/fr/glossaire/commissions,"index, follow",non,oui,"indexee (historique, d'apres le rapport Search Console)",/fr/*,doublon semantique de l'ancien plan,https://courtiark.fr/crm-courtier-assurance,REDIRECT_308,moyenne,"correspondance par sujet, a confirmer si le contenu diverge"
