url,source,http_status,canonical,indexable,in_sitemap,page_type,country,primary_keyword,content_hash
https://courtiark.fr/comparatifs/crm-assurance-vs-crm-generaliste,disque+sitemap,200,https://courtiark.fr/comparatifs/crm-assurance-vs-crm-generaliste,oui,oui,FR,assurance raliste change,537a3a3b58644891d5f78af142707a50,ec4e27dbb5e2441c
https://courtiark.fr/comparatifs/excel-vs-crm-courtier-assurance,disque+sitemap,200,https://courtiark.fr/comparatifs/excel-vs-crm-courtier-assurance,oui,oui,FR,tableur courtier assurance,21aff6b710d35a8c21608d7119e598d1,ed2654dc6947af8e
https://courtiark.fr/comparatifs/logiciel-metier-vs-crm-generaliste,disque+sitemap,200,https://courtiark.fr/comparatifs/logiciel-metier-vs-crm-generaliste,oui,oui,FR,logiciel tier rique,f20f119957c9aba96494d0fe61a40de4,61248c82fdb41ef9
https://courtiark.fr/confidentialite,disque+sitemap,200,https://courtiark.fr/confidentialite,oui,oui,FR,confidentialite traitement donne,664767c3a2db8b8a2f9d7bb85418bc5a,d2a8e5d5aff58aa4
https://courtiark.fr/contact,disque+sitemap,200,https://courtiark.fr/contact,oui,oui,FR,contacter courtiark cockpit,b53e2a877239b66ee5ef0a1415590a4f,1da0f76ea60ce649
https://courtiark.fr/crm-courtier-assurance,disque+sitemap,200,https://courtiark.fr/crm-courtier-assurance,oui,oui,FR,courtier assurance centraliser,0b1704533cfad228ea819a15f6fa51ca,4d5dc1dde8f4a77d
https://courtiark.fr/demo,disque+sitemap,200,https://courtiark.fr/demo,oui,oui,FR,demander monstration courtiark,f495216e595fd5d33ddd3fedea41c11d,5deb0dc569b01ddb
https://courtiark.fr/fonctionnalites,disque+sitemap,200,https://courtiark.fr/fonctionnalites,oui,oui,FR,fonctionnalite courtier assurance,7156a4b6cab5f3610d676c844e52d4f0,2873cb54797c055d
https://courtiark.fr/fonctionnalites/assistant-ark,disque+sitemap,200,https://courtiark.fr/fonctionnalites/assistant-ark,oui,oui,FR,assistant documents pare,19ec395d71be0e2de37b294b1c4d2fff,2df4a86f569ff190
https://courtiark.fr/fonctionnalites/automatisation-relances,disque+sitemap,200,https://courtiark.fr/fonctionnalites/automatisation-relances,oui,oui,FR,automatisation relances courtier,1b1a861946db7ded16169016b674da95,feba1a96b8766cbf
https://courtiark.fr/fonctionnalites/compte-rendu-clients,disque+sitemap,200,https://courtiark.fr/fonctionnalites/compte-rendu-clients,oui,oui,FR,suivi changes clients,fcf6b718c8ddb181de7d5d4b754addd3,7772adcfa76adcf3
https://courtiark.fr/fonctionnalites/gestion-clients,disque+sitemap,200,https://courtiark.fr/fonctionnalites/gestion-clients,oui,oui,FR,gestion clients assurance,d01fcf023e5b15d6fd1873ab955456ed,f46b33c73e878e59
https://courtiark.fr/fonctionnalites/gestion-contrats,disque+sitemap,200,https://courtiark.fr/fonctionnalites/gestion-contrats,oui,oui,FR,gestion contrats assurance,66e9ee365e5cb245dbb0f25aac2f118c,fdfa8ed1fec6194c
https://courtiark.fr/fonctionnalites/gestion-documents-assurance,disque+sitemap,200,https://courtiark.fr/fonctionnalites/gestion-documents-assurance,oui,oui,FR,gestion documents assurance,82dbc1a7e67993a2ecc29e1080aabc9c,f908efeae6ce44a2
https://courtiark.fr/fonctionnalites/gestion-portefeuille-assurance,disque+sitemap,200,https://courtiark.fr/fonctionnalites/gestion-portefeuille-assurance,oui,oui,FR,gestion portefeuille assurance,a5c1812e3b73444a5f2f31633119a874,aa2619b75cbfe1e4
https://courtiark.fr/fonctionnalites/prospection-assurance,disque+sitemap,200,https://courtiark.fr/fonctionnalites/prospection-assurance,oui,oui,FR,prospection assurance rechercher,cab9df7d29ec96618c33af67f25743e5,8fef85bff1a8fb8c
https://courtiark.fr/fonctionnalites/relance-devis-assurance,disque+sitemap,200,https://courtiark.fr/fonctionnalites/relance-devis-assurance,oui,oui,FR,relance devis assurance,3ddc7653e5c05816929654951d7be33e,c2e8349a43525fc1
https://courtiark.fr/fonctionnalites/renouvellements-assurance,disque+sitemap,200,https://courtiark.fr/fonctionnalites/renouvellements-assurance,oui,oui,FR,renouvellements assurance anticiper,de6508655a147243ddfac95a06879137,458fb58e7f8159e6
https://courtiark.fr/fonctionnalites/reporting-courtier,disque+sitemap,200,https://courtiark.fr/fonctionnalites/reporting-courtier,oui,oui,FR,reporting courtier assurance,c7d7b0d678321f00657c72447ea57c9b,3102ee3f7078ae90
https://courtiark.fr/fr,disque,200,https://courtiark.fr/fr,oui,non,,,Logiciel et CRM pour courtiers d'assurance en France — COURT,ae0e497862a6f949
https://courtiark.fr/fr/alternative-courtigo,disque,200,https://courtiark.fr/fr/alternative-courtigo,oui,non,,,Alternative à CourtiGo : pourquoi les courtiers passent à CO,7bc375c16f3f519a
https://courtiark.fr/fr/alternative-kase,disque,200,https://courtiark.fr/fr/alternative-kase,oui,non,,,Alternative à Kase : pourquoi les courtiers passent à COURTI,2893af0952573ccc
https://courtiark.fr/fr/alternative-lya,disque,200,https://courtiark.fr/fr/alternative-lya,oui,non,,,Alternative à Lya : pourquoi les courtiers passent à COURTIA,758b2a4a53365798
https://courtiark.fr/fr/alternative-oggo-data,disque,200,https://courtiark.fr/fr/alternative-oggo-data,oui,non,,,Alternative à Oggo Data : pourquoi les courtiers passent à C,cf3f8335343ad2a0
https://courtiark.fr/fr/automatisation-courtier-assurance,disque,200,https://courtiark.fr/fr/automatisation-courtier-assurance,oui,non,,,"Automatisation courtier assurance : relances, tâches et docu",795e20fcee5d7864
https://courtiark.fr/fr/cartographie-courtiers-assurance-france,disque,200,https://courtiark.fr/fr/cartographie-courtiers-assurance-france,oui,non,,,Cartographie des courtiers d&#x27;assurance en France : les ,f7058b06bbaaf165
https://courtiark.fr/fr/checklists,disque,200,https://courtiark.fr/fr/checklists,oui,non,,,Checklists pour cabinet de courtage — COURTIA,abba3baa34e19079
https://courtiark.fr/fr/checklists/collecte-documentaire,disque,200,https://courtiark.fr/fr/checklists/collecte-documentaire,oui,non,,,Checklist : collecte documentaire — COURTIA,077540003a6cd75d
https://courtiark.fr/fr/checklists/onboarding-client,disque,200,https://courtiark.fr/fr/checklists/onboarding-client,oui,non,,,Checklist : onboarding d&#x27;un client signé — COURTIA,074feb53fa792009
https://courtiark.fr/fr/checklists/organisation-cabinet,disque,200,https://courtiark.fr/fr/checklists/organisation-cabinet,oui,non,,,Checklist : organisation du cabinet — COURTIA,4e2f7f6d3d332449
https://courtiark.fr/fr/checklists/preparation-audit,disque,200,https://courtiark.fr/fr/checklists/preparation-audit,oui,non,,,Checklist : préparer un contrôle dans un cabinet de courtage,c284704603a80e72
https://courtiark.fr/fr/checklists/renouvellement,disque,200,https://courtiark.fr/fr/checklists/renouvellement,oui,non,,,Checklist : renouvellement d&#x27;un contrat — COURTIA,c156f0bc54fa179b
https://courtiark.fr/fr/checklists/suivi-sinistre,disque,200,https://courtiark.fr/fr/checklists/suivi-sinistre,oui,non,,,Checklist : suivi d&#x27;un sinistre — COURTIA,1304c32b98b6ff12
https://courtiark.fr/fr/comparateur-assurance-courtier,disque,200,https://courtiark.fr/fr/comparateur-assurance-courtier,oui,non,,,Comparateur pour courtier d&#x27;assurance : comparer des pr,84f590e3fd2425b9
https://courtiark.fr/fr/comparatif/automatisation-vs-gestion-manuelle,disque,200,https://courtiark.fr/fr/comparatif/automatisation-vs-gestion-manuelle,oui,non,,,Automatiser ou continuer à la main : la frontière utile — CO,2fcb1d2d329e3c18
https://courtiark.fr/fr/comparatif/crm-courtier-vs-excel,disque,200,https://courtiark.fr/fr/comparatif/crm-courtier-vs-excel,oui,non,,,CRM courtier ou Excel : ce que le tableur ne peut pas tenir ,d8ea4ae7475136c1
https://courtiark.fr/fr/comparatif/crm-specialise-vs-crm-generaliste,disque,200,https://courtiark.fr/fr/comparatif/crm-specialise-vs-crm-generaliste,oui,non,,,CRM spécialisé courtage ou CRM généraliste : ce qui change —,bcff6fc897bad37e
https://courtiark.fr/fr/conformite-courtier-assurance,disque,200,https://courtiark.fr/fr/conformite-courtier-assurance,oui,non,,,"Conformité du cabinet de courtage : DDA, KYC, mandats — COUR",f34c1b1a8316ecb7
https://courtiark.fr/fr/courtia-logiciel-courtage-assurance,disque,200,https://courtiark.fr/fr/courtia-logiciel-courtage-assurance,oui,non,,,COURTIA : le logiciel de gestion pour courtiers en assurance,427c559411f4d0ab
https://courtiark.fr/fr/crm-courtier-assurance,disque,200,https://courtiark.fr/fr/crm-courtier-assurance,oui,non,,,"CRM courtier assurance : centraliser clients, contrats et re",451a4460f7461825
https://courtiark.fr/fr/demo-et-essai-gratuit,disque,200,https://courtiark.fr/fr/demo-et-essai-gratuit,oui,non,,,Voir COURTIA : démonstration publique et essai gratuit — COU,ebca77a08dd7adbf
https://courtiark.fr/fr/densite-courtage-grandes-villes-france,disque,200,https://courtiark.fr/fr/densite-courtage-grandes-villes-france,oui,non,,,Densité du courtage dans les grandes villes de France (donné,dc471be003d2fa7a
https://courtiark.fr/fr/dicter-compte-rendu-appel-assurance,disque,200,https://courtiark.fr/fr/dicter-compte-rendu-appel-assurance,oui,non,,,Dicter un compte rendu d&#x27;appel et préremplir la fiche —,523d865b6ca0543d
https://courtiark.fr/fr/evaluer-crm-courtier-assurance,disque,200,https://courtiark.fr/fr/evaluer-crm-courtier-assurance,oui,non,,,Comment évaluer un CRM pour courtier en assurance — COURTIA,eba49469fe08888b
https://courtiark.fr/fr/formation-equipe-courtier-assurance,disque,200,https://courtiark.fr/fr/formation-equipe-courtier-assurance,oui,non,,,Former son équipe de courtage dans l&#x27;outil — COURTIA,425145f0b50d2e4d
https://courtiark.fr/fr/gagner-du-temps-courtier-assurance,disque,200,https://courtiark.fr/fr/gagner-du-temps-courtier-assurance,oui,non,,,Gagner du temps en cabinet de courtage : où le temps se perd,a273f91b54535a84
https://courtiark.fr/fr/gain-de-temps/commissions-et-pilotage,disque,200,https://courtiark.fr/fr/gain-de-temps/commissions-et-pilotage,oui,non,,,Commissions et pilotage — gagner du temps au cabinet,6dd012446ff9afb6
https://courtiark.fr/fr/gain-de-temps/documents-et-pieces,disque,200,https://courtiark.fr/fr/gain-de-temps/documents-et-pieces,oui,non,,,"Documents et pièces : collecter, classer, exploiter — gagner",1bd8d523771dfd8c
https://courtiark.fr/fr/gain-de-temps/relances-et-suivi-client,disque,200,https://courtiark.fr/fr/gain-de-temps/relances-et-suivi-client,oui,non,,,Relances et suivi client — gagner du temps au cabinet,f88b9a9c4d17e292
https://courtiark.fr/fr/gain-de-temps/renouvellements-et-echeances,disque,200,https://courtiark.fr/fr/gain-de-temps/renouvellements-et-echeances,oui,non,,,Renouvellements et échéances — gagner du temps au cabinet,9c56e32474dc9bcd
https://courtiark.fr/fr/gain-de-temps/sinistres-et-conformite,disque,200,https://courtiark.fr/fr/gain-de-temps/sinistres-et-conformite,oui,non,,,Sinistres et conformité — gagner du temps au cabinet,728020fa3812ab1b
https://courtiark.fr/fr/gain-de-temps/temps-administratif-et-double-saisie,disque,200,https://courtiark.fr/fr/gain-de-temps/temps-administratif-et-double-saisie,oui,non,,,Temps administratif et double saisie — gagner du temps au ca,557966156632120a
https://courtiark.fr/fr/gestion-commissions-courtier-assurance,disque,200,https://courtiark.fr/fr/gestion-commissions-courtier-assurance,oui,non,,,Gestion des commissions d&#x27;un cabinet de courtage — COUR,6f759d9a543c837f
https://courtiark.fr/fr/gestion-documentaire-courtier-assurance,disque,200,https://courtiark.fr/fr/gestion-documentaire-courtier-assurance,oui,non,,,"Gestion documentaire du courtier : pièces, documents, traçab",8d42728733cf1fe5
https://courtiark.fr/fr/gestion-portefeuille-courtier,disque,200,https://courtiark.fr/fr/gestion-portefeuille-courtier,oui,non,,,"Gestion de portefeuille courtier : contrats, échéances, reno",cd372e2cc45f9308
https://courtiark.fr/fr/gestion-prospects-clients-courtier-assurance,disque,200,https://courtiark.fr/fr/gestion-prospects-clients-courtier-assurance,oui,non,,,Gérer prospects et clients dans un cabinet de courtage — COU,190bdb9ba436f893
https://courtiark.fr/fr/gestion-taches-cabinet-courtage,disque,200,https://courtiark.fr/fr/gestion-taches-cabinet-courtage,oui,non,,,Gestion des tâches d&#x27;un cabinet de courtage — COURTIA,72d99d571aad5ef6
https://courtiark.fr/fr/glossaire,disque,200,https://courtiark.fr/fr/glossaire,oui,non,,,Glossaire du courtage d&#x27;assurance — COURTIA,d6fe95af70adc1d8
https://courtiark.fr/fr/glossaire/commissions,disque,200,https://courtiark.fr/fr/glossaire/commissions,oui,non,,,Commission de courtage : définition et usage en cabinet — CO,6e6b64ab1174d428
https://courtiark.fr/fr/glossaire/courtier-assurance,disque,200,https://courtiark.fr/fr/glossaire/courtier-assurance,oui,non,,,Courtier d&#x27;assurance : définition et usage en cabinet —,b0236cf8cb8418f2
https://courtiark.fr/fr/glossaire/dda,disque,200,https://courtiark.fr/fr/glossaire/dda,oui,non,,,DDA (directive sur la distribution d&#x27;assurances) : défi,87e1276bc937d89e
https://courtiark.fr/fr/glossaire/devoir-de-conseil,disque,200,https://courtiark.fr/fr/glossaire/devoir-de-conseil,oui,non,,,Devoir de conseil : définition et usage en cabinet — COURTIA,4461b1f0e5e0d4dd
https://courtiark.fr/fr/glossaire/echeance-contrat,disque,200,https://courtiark.fr/fr/glossaire/echeance-contrat,oui,non,,,Échéance de contrat : définition et usage en cabinet — COURT,3ba30d48793bcdb4
https://courtiark.fr/fr/glossaire/finma,disque,200,https://courtiark.fr/fr/glossaire/finma,oui,non,,,FINMA (Suisse) : définition et usage en cabinet — COURTIA,8766915eeab1d7ab
https://courtiark.fr/fr/glossaire/intermediaire-assurance,disque,200,https://courtiark.fr/fr/glossaire/intermediaire-assurance,oui,non,,,Intermédiaire d&#x27;assurance (Suisse) : définition et usag,7ab9bd5d2a4971e0
https://courtiark.fr/fr/glossaire/logiciel-courtier,disque,200,https://courtiark.fr/fr/glossaire/logiciel-courtier,oui,non,,,Logiciel de courtier (CRM de courtage) : définition et usage,31781367eb68266f
https://courtiark.fr/fr/glossaire/nlpd,disque,200,https://courtiark.fr/fr/glossaire/nlpd,oui,non,,,nLPD (Suisse) : définition et usage en cabinet — COURTIA,171f16f9d83ff14a
https://courtiark.fr/fr/glossaire/onboarding-client,disque,200,https://courtiark.fr/fr/glossaire/onboarding-client,oui,non,,,Onboarding client : définition et usage en cabinet — COURTIA,e73f4b5f24f6096d
https://courtiark.fr/fr/glossaire/pipeline,disque,200,https://courtiark.fr/fr/glossaire/pipeline,oui,non,,,Pipeline commercial : définition et usage en cabinet — COURT,3d2b07ac4e02098b
https://courtiark.fr/fr/glossaire/portefeuille,disque,200,https://courtiark.fr/fr/glossaire/portefeuille,oui,non,,,Portefeuille de contrats : définition et usage en cabinet — ,39c5a1f71967b365
https://courtiark.fr/fr/glossaire/prospect,disque,200,https://courtiark.fr/fr/glossaire/prospect,oui,non,,,Prospect : définition et usage en cabinet — COURTIA,e6f8059ea3e67ee3
https://courtiark.fr/fr/glossaire/relance,disque,200,https://courtiark.fr/fr/glossaire/relance,oui,non,,,Relance : définition et usage en cabinet — COURTIA,9f01674482769cb0
https://courtiark.fr/fr/glossaire/sinistre,disque,200,https://courtiark.fr/fr/glossaire/sinistre,oui,non,,,Sinistre : définition et usage en cabinet — COURTIA,ce2b3d0a42795c3e
https://courtiark.fr/fr/guide/audit-acpr,disque,200,https://courtiark.fr/fr/guide/audit-acpr,oui,non,,,Audit ACPR : la check-list — Guide COURTIA · courtiark.fr,1c6a2538aba88337
https://courtiark.fr/fr/guide/automatiser-relances-courtier,disque,200,https://courtiark.fr/fr/guide/automatiser-relances-courtier,oui,non,,,Automatiser les relances d&#x27;un cabinet de courtage — COU,30eba0b17748d3d4
https://courtiark.fr/fr/guide/centraliser-dossiers-clients,disque,200,https://courtiark.fr/fr/guide/centraliser-dossiers-clients,oui,non,,,Centraliser ses dossiers clients : méthode pour un cabinet —,003819e05adb0362
https://courtiark.fr/fr/guide/choisir-crm-cabinet-courtage,disque,200,https://courtiark.fr/fr/guide/choisir-crm-cabinet-courtage,oui,non,,,Comment choisir un CRM pour un cabinet de courtage : la gril,ef3fb20d3888ca85
https://courtiark.fr/fr/guide/conformite-2026,disque,200,https://courtiark.fr/fr/guide/conformite-2026,oui,non,,,Conformité courtage 2026 : le calendrier — Guide COURTIA · c,49d249fd273069b6
https://courtiark.fr/fr/guide/dda-15h,disque,200,https://courtiark.fr/fr/guide/dda-15h,oui,non,,,DDA : prouver ses 15h de formation — Guide COURTIA · courtia,f16a273683f8927a
https://courtiark.fr/fr/guide/devoir-de-conseil,disque,200,https://courtiark.fr/fr/guide/devoir-de-conseil,oui,non,,,Devoir de conseil du courtier — Guide COURTIA · courtiark.fr,813fd436ba010eb0
https://courtiark.fr/fr/guide/integrer-ia-cabinet-courtage,disque,200,https://courtiark.fr/fr/guide/integrer-ia-cabinet-courtage,oui,non,,,Intégrer l&#x27;IA dans un cabinet de courtage : méthode — C,862ac54754d76c6d
https://courtiark.fr/fr/guide/ipid,disque,200,https://courtiark.fr/fr/guide/ipid,oui,non,,,IPID : le document d&#x27;information produit — Guide COURTI,650de93c737dfa48
https://courtiark.fr/fr/guide/lcb-ft,disque,200,https://courtiark.fr/fr/guide/lcb-ft,oui,non,,,LCB-FT : conformité du courtier — Guide COURTIA · courtiark.,03302c2bd228530a
https://courtiark.fr/fr/guide/onboarding-client-courtier,disque,200,https://courtiark.fr/fr/guide/onboarding-client-courtier,oui,non,,,Onboarding client dans un cabinet de courtage : la méthode —,731c6fdf0f41c9c1
https://courtiark.fr/fr/guide/organiser-renouvellements-courtier,disque,200,https://courtiark.fr/fr/guide/organiser-renouvellements-courtier,oui,non,,,Organiser les renouvellements d&#x27;assurance : méthode cab,856e13f0cbd4be26
https://courtiark.fr/fr/guide/reforme-courtage,disque,200,https://courtiark.fr/fr/guide/reforme-courtage,oui,non,,,Réforme du courtage : adhésion association — Guide COURTIA ·,f976d0a14b42ea04
https://courtiark.fr/fr/guide/rgpd-courtier,disque,200,https://courtiark.fr/fr/guide/rgpd-courtier,oui,non,,,RGPD pour courtiers : registre Art.30 — Guide COURTIA · cour,2bf96a82a34c6f14
https://courtiark.fr/fr/guide/sanctions-acpr,disque,200,https://courtiark.fr/fr/guide/sanctions-acpr,oui,non,,,Sanctions ACPR : ce qu&#x27;il faut retenir — Guide COURTIA ,60c0c18b0aa5dd9b
https://courtiark.fr/fr/guide/structurer-pipeline-courtier,disque,200,https://courtiark.fr/fr/guide/structurer-pipeline-courtier,oui,non,,,Structurer un pipeline commercial de courtage : méthode — CO,948c70b1fb6c84e2
https://courtiark.fr/fr/guide/suivre-prospects-courtier,disque,200,https://courtiark.fr/fr/guide/suivre-prospects-courtier,oui,non,,,Suivre ses prospects dans un cabinet de courtage : méthode —,5a780689a38d114f
https://courtiark.fr/fr/guide/verification-orias,disque,200,https://courtiark.fr/fr/guide/verification-orias,oui,non,,,Vérifier un numéro ORIAS — Guide COURTIA · courtiark.fr,b2b539028f46fa2d
https://courtiark.fr/fr/historique-corrections-courtia,disque,200,https://courtiark.fr/fr/historique-corrections-courtia,oui,non,,,Historique des corrections — COURTIA,fe8b0d8c4e1d3d23
https://courtiark.fr/fr/ia-courtier-assurance,disque,200,https://courtiark.fr/fr/ia-courtier-assurance,oui,non,,,IA pour courtier d&#x27;assurance : à quoi ça sert vraiment ,413a86b983591f60
https://courtiark.fr/fr/ia-gestion-documentaire-assurance,disque,200,https://courtiark.fr/fr/ia-gestion-documentaire-assurance,oui,non,,,IA documentaire pour courtier : lire les pièces sans les rec,01dcfc2232fa2158
https://courtiark.fr/fr/import-portefeuille-courtier-assurance,disque,200,https://courtiark.fr/fr/import-portefeuille-courtier-assurance,oui,non,,,Changer de logiciel de courtage : reprendre son portefeuille,da7f0db0fe1d4214
https://courtiark.fr/fr/logiciel-courtier-assurance,disque,200,https://courtiark.fr/fr/logiciel-courtier-assurance,oui,non,,,"Logiciel courtier assurance : dossier, relances, commissions",3c5ff577ec57851d
https://courtiark.fr/fr/logiciel-courtier-assurance-agen,disque,200,https://courtiark.fr/fr/logiciel-courtier-assurance-agen,non,non,,,Logiciel pour courtier d&#x27;assurance à Agen — COURTIA · c,727e56cdd18ebbe1
