url,silo,lang,mots,title,title_len,meta_len,h1_nb,canonical,canonical_correct,indexable,schema,liens_sortants,liens_entrants,images,images_sans_alt,cta,http,verdict
/ch/reporting-pilotage-courtier-assurance-suisse,ch,fr-CH,588,Pilotage d'un cabinet de courtage suisse : indicateurs utiles — COURTIA,71,166,1,https://courtiark.fr/ch/reporting-pilotage-courtier-assurance-suisse,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/ch/sinistres-courtier-assurance-suisse,ch,fr-CH,480,Suivre un sinistre en Suisse — COURTIA,38,150,1,https://courtiark.fr/ch/sinistres-courtier-assurance-suisse,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/ch/tarifs-logiciel-courtier-chf,ch,fr-CH,613,Tarifs en CHF d'un logiciel de courtage d'assurance en Suisse — COURTIA,71,173,1,https://courtiark.fr/ch/tarifs-logiciel-courtier-chf,oui,oui,BreadcrumbList|ListItem|Offer|Organization|SoftwareApplication,10,16,0,0,oui,,OK
/ch/workflows-courtier-assurance-suisse,ch,fr-CH,803,Processus pour courtiers en Suisse — COURTIA,44,157,1,https://courtiark.fr/ch/workflows-courtier-assurance-suisse,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,9,2,0,0,oui,,OK
/fr,fr,fr-FR,1111,Logiciel et CRM pour courtiers d'assurance en France — COURTIA,62,175,1,https://courtiark.fr/fr,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,42,120,0,0,oui,,OK
/fr/alternative-courtigo,fr,fr,645,Alternative à CourtiGo : pourquoi les courtiers passent à COURTIA · courtiark.fr,80,144,1,https://courtiark.fr/fr/alternative-courtigo,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,11,0,0,oui,,OK
/fr/alternative-kase,fr,fr,639,Alternative à Kase : pourquoi les courtiers passent à COURTIA · courtiark.fr,76,140,1,https://courtiark.fr/fr/alternative-kase,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,11,0,0,oui,,OK
/fr/alternative-lya,fr,fr,650,Alternative à Lya : pourquoi les courtiers passent à COURTIA · courtiark.fr,75,139,1,https://courtiark.fr/fr/alternative-lya,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,11,0,0,oui,,OK
/fr/alternative-oggo-data,fr,fr,632,Alternative à Oggo Data : pourquoi les courtiers passent à COURTIA,66,145,1,https://courtiark.fr/fr/alternative-oggo-data,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,12,0,0,oui,,OK
/fr/automatisation-courtier-assurance,fr,fr-FR,763,"Automatisation courtier assurance : relances, tâches et documents — COURTIA",75,160,1,https://courtiark.fr/fr/automatisation-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,21,0,0,oui,,OK
/fr/cartographie-courtiers-assurance-france,fr,fr-FR,897,Cartographie des courtiers d'assurance en France : les chiffres SIRENE,70,168,1,https://courtiark.fr/fr/cartographie-courtiers-assurance-france,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,13,0,0,oui,,OK
/fr/checklists,fr,fr-FR,448,Checklists pour cabinet de courtage — COURTIA,45,168,1,https://courtiark.fr/fr/checklists,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,12,10,0,0,oui,,OK
/fr/checklists/collecte-documentaire,fr,fr-FR,397,Checklist : collecte documentaire — COURTIA,43,84,1,https://courtiark.fr/fr/checklists/collecte-documentaire,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/checklists/onboarding-client,fr,fr-FR,434,Checklist : onboarding d'un client signé — COURTIA,50,117,1,https://courtiark.fr/fr/checklists/onboarding-client,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,3,0,0,oui,,OK
/fr/checklists/organisation-cabinet,fr,fr-FR,383,Checklist : organisation du cabinet — COURTIA,45,125,1,https://courtiark.fr/fr/checklists/organisation-cabinet,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/checklists/preparation-audit,fr,fr-FR,434,Checklist : préparer un contrôle dans un cabinet de courtage — COURTIA,70,119,1,https://courtiark.fr/fr/checklists/preparation-audit,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/checklists/renouvellement,fr,fr-FR,404,Checklist : renouvellement d'un contrat — COURTIA,49,114,1,https://courtiark.fr/fr/checklists/renouvellement,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,5,0,0,oui,,OK
/fr/checklists/suivi-sinistre,fr,fr-FR,377,Checklist : suivi d'un sinistre — COURTIA,41,104,1,https://courtiark.fr/fr/checklists/suivi-sinistre,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,5,0,0,oui,,OK
/fr/comparateur-assurance-courtier,fr,fr-FR,547,"Comparateur pour courtier d'assurance : comparer des propositions, pas des",74,171,1,https://courtiark.fr/fr/comparateur-assurance-courtier,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/comparatif/automatisation-vs-gestion-manuelle,fr,fr-FR,643,Automatiser ou continuer à la main : la frontière utile — COURTIA,65,147,1,https://courtiark.fr/fr/comparatif/automatisation-vs-gestion-manuelle,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,1,0,0,oui,,OK
/fr/comparatif/crm-courtier-vs-excel,fr,fr-FR,548,CRM courtier ou Excel : ce que le tableur ne peut pas tenir — COURTIA,69,158,1,https://courtiark.fr/fr/comparatif/crm-courtier-vs-excel,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,3,0,0,oui,,OK
/fr/comparatif/crm-specialise-vs-crm-generaliste,fr,fr-FR,555,CRM spécialisé courtage ou CRM généraliste : ce qui change — COURTIA,68,175,1,https://courtiark.fr/fr/comparatif/crm-specialise-vs-crm-generaliste,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,8,0,0,oui,,OK
/fr/conformite-courtier-assurance,fr,fr-FR,476,"Conformité du cabinet de courtage : DDA, KYC, mandats — COURTIA",63,159,1,https://courtiark.fr/fr/conformite-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,7,0,0,oui,,OK
/fr/courtia-logiciel-courtage-assurance,fr,fr-FR,525,COURTIA : le logiciel de gestion pour courtiers en assurance — éditeur,70,137,1,https://courtiark.fr/fr/courtia-logiciel-courtage-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,11,4,0,0,oui,,OK
/fr/crm-courtier-assurance,fr,fr-FR,1014,"CRM courtier assurance : centraliser clients, contrats et relances — COURTIA",76,175,1,https://courtiark.fr/fr/crm-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,9,28,0,0,oui,,OK
/fr/demo-et-essai-gratuit,fr,fr-FR,557,Voir COURTIA : démonstration publique et essai gratuit — COURTIA,64,171,1,https://courtiark.fr/fr/demo-et-essai-gratuit,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,10,3,0,0,oui,,OK
/fr/dicter-compte-rendu-appel-assurance,fr,fr-FR,428,Dicter un compte rendu d'appel et préremplir la fiche — COURTIA,63,147,1,https://courtiark.fr/fr/dicter-compte-rendu-appel-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/evaluer-crm-courtier-assurance,fr,fr-FR,694,Comment évaluer un CRM pour courtier en assurance — COURTIA,59,166,1,https://courtiark.fr/fr/evaluer-crm-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,5,0,0,oui,,OK
/fr/formation-equipe-courtier-assurance,fr,fr-FR,512,Former son équipe de courtage dans l'outil — COURTIA,52,139,1,https://courtiark.fr/fr/formation-equipe-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,1,0,0,oui,,OK
/fr/gagner-du-temps-courtier-assurance,fr,fr-FR,1074,Gagner du temps en cabinet de courtage : où le temps se perd vraiment — COURTIA,79,164,1,https://courtiark.fr/fr/gagner-du-temps-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,19,25,0,0,oui,,OK
/fr/gain-de-temps/commissions-et-pilotage,fr,fr-FR,675,Commissions et pilotage — gagner du temps au cabinet,52,130,1,https://courtiark.fr/fr/gain-de-temps/commissions-et-pilotage,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/gain-de-temps/documents-et-pieces,fr,fr-FR,716,"Documents et pièces : collecter, classer, exploiter — gagner du temps",69,154,1,https://courtiark.fr/fr/gain-de-temps/documents-et-pieces,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,5,0,0,oui,,OK
/fr/gain-de-temps/relances-et-suivi-client,fr,fr-FR,771,Relances et suivi client — gagner du temps au cabinet,53,169,1,https://courtiark.fr/fr/gain-de-temps/relances-et-suivi-client,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,9,4,0,0,oui,,OK
/fr/gain-de-temps/renouvellements-et-echeances,fr,fr-FR,652,Renouvellements et échéances — gagner du temps au cabinet,57,147,1,https://courtiark.fr/fr/gain-de-temps/renouvellements-et-echeances,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,6,0,0,oui,,OK
/fr/gain-de-temps/sinistres-et-conformite,fr,fr-FR,651,Sinistres et conformité — gagner du temps au cabinet,52,164,1,https://courtiark.fr/fr/gain-de-temps/sinistres-et-conformite,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/gain-de-temps/temps-administratif-et-double-saisie,fr,fr-FR,770,Temps administratif et double saisie — gagner du temps au cabinet,65,119,1,https://courtiark.fr/fr/gain-de-temps/temps-administratif-et-double-saisie,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,9,2,0,0,oui,,OK
/fr/gestion-commissions-courtier-assurance,fr,fr-FR,443,Gestion des commissions d'un cabinet de courtage — COURTIA,58,137,1,https://courtiark.fr/fr/gestion-commissions-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,7,4,0,0,oui,,OK
/fr/gestion-documentaire-courtier-assurance,fr,fr-FR,580,"Gestion documentaire du courtier : pièces, documents, traçabilité — COURTIA",75,164,1,https://courtiark.fr/fr/gestion-documentaire-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,19,0,0,oui,,OK
/fr/gestion-portefeuille-courtier,fr,fr-FR,550,"Gestion de portefeuille courtier : contrats, échéances, renouvellements —",73,167,1,https://courtiark.fr/fr/gestion-portefeuille-courtier,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,10,18,0,0,oui,,OK
/fr/gestion-prospects-clients-courtier-assurance,fr,fr-FR,594,Gérer prospects et clients dans un cabinet de courtage — COURTIA,64,161,1,https://courtiark.fr/fr/gestion-prospects-clients-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,9,7,0,0,oui,,OK
/fr/gestion-taches-cabinet-courtage,fr,fr-FR,470,Gestion des tâches d'un cabinet de courtage — COURTIA,53,130,1,https://courtiark.fr/fr/gestion-taches-cabinet-courtage,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,3,0,0,oui,,OK
/fr/glossaire,fr,fr-FR,434,Glossaire du courtage d'assurance — COURTIA,43,165,1,https://courtiark.fr/fr/glossaire,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,22,18,0,0,oui,,OK
/fr/glossaire/commissions,fr,fr-FR,359,Commission de courtage : définition et usage en cabinet — COURTIA,65,141,1,https://courtiark.fr/fr/glossaire/commissions,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/courtier-assurance,fr,fr-FR,357,Courtier d'assurance : définition et usage en cabinet — COURTIA,63,139,1,https://courtiark.fr/fr/glossaire/courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/dda,fr,fr-FR,327,DDA (directive sur la distribution d'assurances) : définition et usage en —,75,167,1,https://courtiark.fr/fr/glossaire/dda,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/devoir-de-conseil,fr,fr-FR,366,Devoir de conseil : définition et usage en cabinet — COURTIA,60,136,1,https://courtiark.fr/fr/glossaire/devoir-de-conseil,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,3,0,0,oui,,OK
/fr/glossaire/echeance-contrat,fr,fr-FR,323,Échéance de contrat : définition et usage en cabinet — COURTIA,62,138,1,https://courtiark.fr/fr/glossaire/echeance-contrat,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/finma,fr,fr-FR,328,FINMA (Suisse) : définition et usage en cabinet — COURTIA,57,133,1,https://courtiark.fr/fr/glossaire/finma,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/intermediaire-assurance,fr,fr-FR,334,Intermédiaire d'assurance (Suisse) : définition et usage en cabinet — COURTIA,77,153,1,https://courtiark.fr/fr/glossaire/intermediaire-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/logiciel-courtier,fr,fr-FR,345,Logiciel de courtier (CRM de courtage) : définition et usage en cabinet —,73,157,1,https://courtiark.fr/fr/glossaire/logiciel-courtier,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/nlpd,fr,fr-FR,338,nLPD (Suisse) : définition et usage en cabinet — COURTIA,56,132,1,https://courtiark.fr/fr/glossaire/nlpd,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/onboarding-client,fr,fr-FR,313,Onboarding client : définition et usage en cabinet — COURTIA,60,136,1,https://courtiark.fr/fr/glossaire/onboarding-client,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/pipeline,fr,fr-FR,325,Pipeline commercial : définition et usage en cabinet — COURTIA,62,138,1,https://courtiark.fr/fr/glossaire/pipeline,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/portefeuille,fr,fr-FR,328,Portefeuille de contrats : définition et usage en cabinet — COURTIA,67,143,1,https://courtiark.fr/fr/glossaire/portefeuille,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/prospect,fr,fr-FR,324,Prospect : définition et usage en cabinet — COURTIA,51,127,1,https://courtiark.fr/fr/glossaire/prospect,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/relance,fr,fr-FR,317,Relance : définition et usage en cabinet — COURTIA,50,126,1,https://courtiark.fr/fr/glossaire/relance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/glossaire/sinistre,fr,fr-FR,335,Sinistre : définition et usage en cabinet — COURTIA,51,127,1,https://courtiark.fr/fr/glossaire/sinistre,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/guide/audit-acpr,fr,fr,731,Audit ACPR : la check-list — Guide COURTIA · courtiark.fr,57,67,1,https://courtiark.fr/fr/guide/audit-acpr,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,13,0,0,oui,,OK
/fr/guide/automatiser-relances-courtier,fr,fr-FR,534,Automatiser les relances d'un cabinet de courtage — COURTIA,59,158,1,https://courtiark.fr/fr/guide/automatiser-relances-courtier,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,6,0,0,oui,,OK
/fr/guide/centraliser-dossiers-clients,fr,fr-FR,518,Centraliser ses dossiers clients : méthode pour un cabinet — COURTIA,68,150,1,https://courtiark.fr/fr/guide/centraliser-dossiers-clients,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,1,0,0,oui,,OK
/fr/guide/choisir-crm-cabinet-courtage,fr,fr-FR,701,Comment choisir un CRM pour un cabinet de courtage : la grille — COURTIA,72,164,1,https://courtiark.fr/fr/guide/choisir-crm-cabinet-courtage,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,7,0,0,oui,,OK
/fr/guide/conformite-2026,fr,fr,698,Conformité courtage 2026 : le calendrier — Guide COURTIA · courtiark.fr,71,63,1,https://courtiark.fr/fr/guide/conformite-2026,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,11,0,0,oui,,OK
/fr/guide/dda-15h,fr,fr,748,DDA : prouver ses 15h de formation — Guide COURTIA · courtiark.fr,65,121,1,https://courtiark.fr/fr/guide/dda-15h,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,17,0,0,oui,,OK
/fr/guide/devoir-de-conseil,fr,fr,714,Devoir de conseil du courtier — Guide COURTIA · courtiark.fr,60,92,1,https://courtiark.fr/fr/guide/devoir-de-conseil,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,13,0,0,oui,,OK
/fr/guide/integrer-ia-cabinet-courtage,fr,fr-FR,567,Intégrer l'IA dans un cabinet de courtage : méthode — COURTIA,61,160,1,https://courtiark.fr/fr/guide/integrer-ia-cabinet-courtage,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,3,0,0,oui,,OK
/fr/guide/ipid,fr,fr,700,IPID : le document d'information produit — Guide COURTIA · courtiark.fr,71,77,1,https://courtiark.fr/fr/guide/ipid,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,11,0,0,oui,,OK
/fr/guide/lcb-ft,fr,fr,690,LCB-FT : conformité du courtier — Guide COURTIA · courtiark.fr,62,65,1,https://courtiark.fr/fr/guide/lcb-ft,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,11,0,0,oui,,OK
/fr/guide/onboarding-client-courtier,fr,fr-FR,497,Onboarding client dans un cabinet de courtage : la méthode — COURTIA,68,172,1,https://courtiark.fr/fr/guide/onboarding-client-courtier,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,3,0,0,oui,,OK
/fr/guide/organiser-renouvellements-courtier,fr,fr-FR,672,Organiser les renouvellements d'assurance : méthode cabinet — COURTIA,69,170,1,https://courtiark.fr/fr/guide/organiser-renouvellements-courtier,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,6,0,0,oui,,OK
/fr/guide/reforme-courtage,fr,fr,718,Réforme du courtage : adhésion association — Guide COURTIA · courtiark.fr,73,84,1,https://courtiark.fr/fr/guide/reforme-courtage,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,11,0,0,oui,,OK
