URL,PAYS,CLUSTER,INTENTION,TITLE,H1,META,CANONICAL,SCHEMA,LIENS_ENTRANTS,LIENS_SORTANTS,CTA,STATUT,DATE_PUBLICATION,DATE_QA,INDEXABLE,IMPRESSIONS,CLICS,CONVERSIONS
https://courtiark.fr/ch/relances-courtier-assurance-suisse,Suisse,Relances CH,Commercial — relances courtier Suisse,Relances et tâches pour courtier d'assurance en Suisse — COURTIA,Relances et tâches d'un courtier d'assurance en Suisse : qui appeler aujourd'hui,"Une file de relances par type — devis sans réponse, échéances, clients silencieux, documents manquants — priorisée par ARK et rattachée au client.",https://courtiark.fr/ch/relances-courtier-assurance-suisse,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/ch,/ch/conformite-intermediaire-assurance-lsa-finma,/ch/crm-courtier-assurance-suisse,/ch/gestion-commissions-courtier-assurance-suisse,/ch/gestion-portefeuille-assurance-suisse,/ch/ia-courtier-assurance-suisse,/ch/logiciel-devis-courtier-assurance-suisse,/ch/logiciel-prospection-courtier-assurance-suisse,/ch/relances-courtier-assurance-suisse,/ch/tarifs-logiciel-courtier-chf,/contact,/demo,/fonctionnalites,/legal/confidentialite,/legal/mentions-legales",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/ch/tarifs-logiciel-courtier-chf,Suisse,Tarifs CH,Commercial — tarifs logiciel courtier CHF,Tarifs en CHF d'un logiciel de courtage d'assurance en Suisse — COURTIA,Tarifs en CHF d'un logiciel de courtage d'assurance en Suisse,"Tarifs COURTIA en francs suisses : Indépendant 199 CHF/mois (setup 490 CHF), Cabinet 349 CHF/mois (setup 990 CHF), Sur-Mesure dès 1500 CHF de setup. TVA suisse 8,1 % en sus.",https://courtiark.fr/ch/tarifs-logiciel-courtier-chf,"BreadcrumbList,ListItem,Offer,Organization,SoftwareApplication","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/ch,/ch/conformite-intermediaire-assurance-lsa-finma,/ch/crm-courtier-assurance-suisse,/ch/gestion-commissions-courtier-assurance-suisse,/ch/gestion-portefeuille-assurance-suisse,/ch/ia-courtier-assurance-suisse,/ch/logiciel-devis-courtier-assurance-suisse,/ch/logiciel-prospection-courtier-assurance-suisse,/ch/relances-courtier-assurance-suisse,/ch/tarifs-logiciel-courtier-chf,/contact,/demo,/legal/confidentialite,/legal/mentions-legales,/tarifs",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr,France,Accueil du silo France,Navigation / hub,Logiciel et CRM pour courtiers d'assurance en France — COURTIA,Logiciel et CRM pour courtiers d'assurance en France,"COURTIA est un cockpit pour cabinets de courtage en assurance exerçant en France : portefeuille, échéances, relances, devis, commissions et conformité (ORIAS, DDA, RGPD) dans un seul outil, avec l'assistance ARK. Le courtier garde la main sur chaque envoi.",https://courtiark.fr/fr,"Answer,BreadcrumbList,FAQPage,ListItem,Offer,Organization,Question,SoftwareApplication","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/ch,/contact,/demo,/demo-public,/fonctionnalites,/fr,/fr/alternative-courtigo,/fr/alternative-kase,/fr/alternative-lya,/fr/alternative-oggo-data,/fr/automatisation-courtier-assurance,/fr/crm-courtier-assurance,/fr/gagner-du-temps-courtier-assurance,/fr/guide/audit-acpr,/fr/guide/conformite-2026,/fr/guide/dda-15h,/fr/guide/devoir-de-conseil,/fr/guide/ipid,/fr/guide/lcb-ft,/fr/guide/reforme-courtage,/fr/guide/rgpd-courtier,/fr/guide/sanctions-acpr,/fr/guide/verification-orias,/fr/ia-courtier-assurance,/fr/logiciel-courtier-assurance,/fr/logiciel-courtier-assurance-bordeaux,/fr/logiciel-courtier-assurance-lille,/fr/logiciel-courtier-assurance-lyon,/fr/logiciel-courtier-assurance-marseille,/fr/logiciel-courtier-assurance-montpellier,/fr/logiciel-courtier-assurance-nantes,/fr/logiciel-courtier-assurance-nice,/fr/logiciel-courtier-assurance-paris,/fr/logiciel-courtier-assurance-strasbourg,/fr/logiciel-courtier-assurance-toulouse,/fr/logiciel-courtier-emprunteur,/fr/logiciel-courtier-iard,/fr/logiciel-courtier-mutuelle,/fr/logiciel-courtier-prevoyance,/fr/logiciel-courtier-sante,/legal/confidentialite,/legal/mentions-legales,/tarifs",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/alternative-courtigo,France,Page métier / guide,À qualifier,Alternative à CourtiGo : pourquoi les courtiers passent à COURTIA · courtiark.fr,Alternative à CourtiGo : le cockpit IA des courtiers,"Comparatif CourtiGo vs COURTIA : IA native, conformité intégrée et automatisation réelle pour votre cabinet de courtage. COURTIA — courtiark.fr.",https://courtiark.fr/fr/alternative-courtigo,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/alternative-courtigo",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/alternative-kase,France,Page métier / guide,À qualifier,Alternative à Kase : pourquoi les courtiers passent à COURTIA · courtiark.fr,Alternative à Kase : le cockpit IA des courtiers,"Comparatif Kase vs COURTIA : IA native, conformité intégrée et automatisation réelle pour votre cabinet de courtage. COURTIA — courtiark.fr.",https://courtiark.fr/fr/alternative-kase,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/alternative-kase",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/alternative-lya,France,Page métier / guide,À qualifier,Alternative à Lya : pourquoi les courtiers passent à COURTIA · courtiark.fr,Alternative à Lya : le cockpit IA des courtiers,"Comparatif Lya vs COURTIA : IA native, conformité intégrée et automatisation réelle pour votre cabinet de courtage. COURTIA — courtiark.fr.",https://courtiark.fr/fr/alternative-lya,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/alternative-lya",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/alternative-oggo-data,France,Page métier / guide,À qualifier,Alternative à Oggo Data : pourquoi les courtiers passent à COURTIA · courtiark.fr,Alternative à Oggo Data : le cockpit IA des courtiers,"Comparatif Oggo Data vs COURTIA : IA native, conformité intégrée et automatisation réelle pour votre cabinet de courtage. COURTIA — courtiark.fr.",https://courtiark.fr/fr/alternative-oggo-data,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/alternative-oggo-data",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/automatisation-courtier-assurance,France,Automatisation,Commercial — automatisation courtier,"Automatisation courtier assurance : relances, tâches et documents — COURTIA",Automatisation d'un cabinet de courtage : ce qui peut réellement être automatisé,"Ce qu'un cabinet peut réellement automatiser : relances, suivi des tâches, collecte de pièces, échéances, documents et suivi commercial. COURTIA, essai 7 jours.",https://courtiark.fr/fr/automatisation-courtier-assurance,"Answer,BreadcrumbList,Country,FAQPage,ListItem,Organization,Question,SoftwareApplication","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/ch,/ch/automatisation-courtier-assurance-suisse,/contact,/demo,/demo-public,/favicon.svg,/fonctionnalites,/fr,/fr/automatisation-courtier-assurance,/fr/crm-courtier-assurance,/fr/guide/devoir-de-conseil,/fr/ia-courtier-assurance,/legal/conditions-utilisation,/legal/confidentialite,/legal/mentions-legales,/onboarding,/rgpd,/securite,/status,/tarifs",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/crm-courtier-assurance,France,CRM courtier,Commercial — CRM courtier assurance,"CRM courtier assurance : centraliser clients, contrats et relances — COURTIA",CRM courtier assurance : le dossier client en un écran,"COURTIA est un CRM conçu pour le courtage d'assurance : dossier client centralisé, contrats et échéances, relances, devis, commissions, documents et conformité. Essai 7 jours.",https://courtiark.fr/fr/crm-courtier-assurance,"Answer,BreadcrumbList,Country,FAQPage,ListItem,Offer,Organization,Question,SoftwareApplication","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/ch,/ch/crm-courtier-assurance-suisse,/contact,/demo,/demo-public,/favicon.svg,/fonctionnalites,/fr,/fr/alternative-oggo-data,/fr/automatisation-courtier-assurance,/fr/crm-courtier-assurance,/fr/gagner-du-temps-courtier-assurance,/fr/logiciel-courtier-assurance,/legal/conditions-utilisation,/legal/confidentialite,/legal/mentions-legales,/onboarding,/rgpd,/securite,/status,/tarifs",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/gagner-du-temps-courtier-assurance,France,Gain de temps,Informationnel — gagner du temps cabinet de courtage,Gagner du temps en cabinet de courtage : où le temps se perd vraiment — COURTIA,Gagner du temps en cabinet de courtage : où le temps se perd réellement,"Où part le temps dans un cabinet de courtage, et ce qui peut être réduit : recherche d'information, ressaisie, relances, collecte de pièces, suivi des échéances. COURTIA.",https://courtiark.fr/fr/gagner-du-temps-courtier-assurance,"Answer,BreadcrumbList,Country,FAQPage,ListItem,Organization,Question,SoftwareApplication","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/ch,/contact,/demo,/demo-public,/favicon.svg,/fonctionnalites,/fr,/fr/automatisation-courtier-assurance,/fr/crm-courtier-assurance,/fr/gagner-du-temps-courtier-assurance,/fr/guide/dda-15h,/fr/ia-courtier-assurance,/legal/conditions-utilisation,/legal/confidentialite,/legal/mentions-legales,/onboarding,/rgpd,/securite,/status,/tarifs",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/guide/audit-acpr,France,Page métier / guide,À qualifier,Audit ACPR : la check-list — Guide COURTIA · courtiark.fr,Audit ACPR : la check-list,Se préparer à un contrôle ACPR sans stress. COURTIA — courtiark.fr.,https://courtiark.fr/fr/guide/audit-acpr,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/guide/audit-acpr",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/guide/conformite-2026,France,Page métier / guide,À qualifier,Conformité courtage 2026 : le calendrier — Guide COURTIA · courtiark.fr,Conformité courtage 2026 : le calendrier,Les échéances de conformité de l'année. COURTIA — courtiark.fr.,https://courtiark.fr/fr/guide/conformite-2026,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/guide/conformite-2026",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/guide/dda-15h,France,Page métier / guide,À qualifier,DDA : prouver ses 15h de formation — Guide COURTIA · courtiark.fr,DDA : prouver ses 15h de formation,Comment documenter et prouver vos 15 heures de formation DDA et aborder l'audit ACPR sereinement. COURTIA — courtiark.fr.,https://courtiark.fr/fr/guide/dda-15h,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/guide/dda-15h",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/guide/devoir-de-conseil,France,Page métier / guide,À qualifier,Devoir de conseil du courtier — Guide COURTIA · courtiark.fr,Devoir de conseil du courtier,"Documenter le devoir de conseil en quelques minutes, sans paperasse. COURTIA — courtiark.fr.",https://courtiark.fr/fr/guide/devoir-de-conseil,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/guide/devoir-de-conseil",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/guide/ipid,France,Page métier / guide,À qualifier,IPID : le document d'information produit — Guide COURTIA · courtiark.fr,IPID : le document d'information produit,Tout savoir sur l'IPID et le générer automatiquement. COURTIA — courtiark.fr.,https://courtiark.fr/fr/guide/ipid,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/guide/ipid",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/guide/lcb-ft,France,Page métier / guide,À qualifier,LCB-FT : conformité du courtier — Guide COURTIA · courtiark.fr,LCB-FT : conformité du courtier,La checklist LCB-FT pour rester conforme. COURTIA — courtiark.fr.,https://courtiark.fr/fr/guide/lcb-ft,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/guide/lcb-ft",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/guide/reforme-courtage,France,Page métier / guide,À qualifier,Réforme du courtage : adhésion association — Guide COURTIA · courtiark.fr,Réforme du courtage : adhésion association,Comprendre l'obligation d'adhésion à une association agréée. COURTIA — courtiark.fr.,https://courtiark.fr/fr/guide/reforme-courtage,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/guide/reforme-courtage",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/guide/rgpd-courtier,France,Page métier / guide,À qualifier,RGPD pour courtiers : registre Art.30 — Guide COURTIA · courtiark.fr,RGPD pour courtiers : registre Art.30,Construire son registre RGPD Art.30 en 20 minutes. COURTIA — courtiark.fr.,https://courtiark.fr/fr/guide/rgpd-courtier,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/guide/rgpd-courtier",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/guide/sanctions-acpr,France,Page métier / guide,À qualifier,Sanctions ACPR : ce qu'il faut retenir — Guide COURTIA · courtiark.fr,Sanctions ACPR : ce qu'il faut retenir,Les sanctions récentes et les leçons pour les courtiers. COURTIA — courtiark.fr.,https://courtiark.fr/fr/guide/sanctions-acpr,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/guide/sanctions-acpr",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/guide/verification-orias,France,Page métier / guide,À qualifier,Vérifier un numéro ORIAS — Guide COURTIA · courtiark.fr,Vérifier un numéro ORIAS,Comment vérifier une immatriculation ORIAS. COURTIA — courtiark.fr.,https://courtiark.fr/fr/guide/verification-orias,"Answer,BreadcrumbList,FAQPage,ListItem,Organization,Question","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/ia-courtier-assurance,fr/logiciel-courtier-assurance","/,/fr/guide/verification-orias",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
https://courtiark.fr/fr/ia-courtier-assurance,France,IA / assistant,Commercial — IA courtier assurance,IA pour courtier d'assurance : à quoi ça sert vraiment — COURTIA,"IA pour courtier d'assurance : des usages concrets, pas un argument","Usages concrets de l'IA dans un cabinet de courtage : synthèse de portefeuille, priorisation des actions, préparation d'appels, lecture de pièces. COURTIA (ARK). Essai 7 jours.",https://courtiark.fr/fr/ia-courtier-assurance,"Answer,BreadcrumbList,Country,FAQPage,ListItem,Offer,Organization,Question,SoftwareApplication","ch,ch/automatisation-courtier-assurance-suisse,ch/conformite-intermediaire-assurance-lsa-finma,ch/crm-courtier-assurance-suisse,ch/gestion-commissions-courtier-assurance-suisse,ch/gestion-portefeuille-assurance-suisse,ch/ia-courtier-assurance-suisse,ch/logiciel-courtier-assurance-suisse,ch/logiciel-devis-courtier-assurance-suisse,ch/logiciel-prospection-courtier-assurance-suisse,ch/relances-courtier-assurance-suisse,ch/tarifs-logiciel-courtier-chf,fr/automatisation-courtier-assurance,fr/crm-courtier-assurance,fr/gagner-du-temps-courtier-assurance,fr/logiciel-courtier-assurance","/,/ch,/ch/ia-courtier-assurance-suisse,/contact,/demo,/demo-public,/favicon.svg,/fonctionnalites,/fr,/fr/automatisation-courtier-assurance,/fr/crm-courtier-assurance,/fr/gagner-du-temps-courtier-assurance,/fr/ia-courtier-assurance,/legal/conditions-utilisation,/legal/confidentialite,/legal/mentions-legales,/onboarding,/rgpd,/securite,/status,/tarifs",,En ligne (statique prerendu),2026-09-22,2026-09-22,OUI,,,
